not_about,not_day,not_month,not_year
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t(A)北緯22\xb032'00.0""，東經121\xb000'00.0""。(WGS84)</div>\r\n<div>\r\n\t(B)北緯22\xb032'00.0""，東經121\xb015'00.0""。(WGS84)</div>\r\n<div>\r\n\t(C)北緯22\xb030'00.0""，東經121\xb024'00.0""。(WGS84)</div>\r\n<div>\r\n\t(D)北緯21\xb050'00.0""，東經121\xb024'00.0""。(WGS84)</div>\r\n<div>\r\n\t(E)北緯21\xb050'00.0""，東經121\xb000'00.0""。(WGS84)</div>\r\n<div>\r\n\t(F)北緯22\xb000'00.0""，東經120\xb052'00.0""。(WGS84)</div>\r\n<div>\r\n\t(G)北緯22\xb025'00.0""，東經120\xb055'00.0""。(WGS84)</div>\r\n<div>\r\n\t(H)北緯22\xb012'00.0""，東經121\xb008'00.0""。(WGS84)</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t1.中科院於106年1月11-12日0900-1630時，在上述位置(A), (B), (C), (D), (E), (F)及(G)七點連線區域執行實彈射擊操演。</div>\r\n<div>\r\n\t\xa0 \xa0 (1)危險中心點：位置(H)。</div>\r\n<div>\r\n\t\xa0 \xa0 (2)危險區域：危險中心點，半徑28浬所涵蓋之範圍。</div>\r\n<div>\r\n\t\xa0 \xa0 (3)管制高度：0~25,000呎。</div>\r\n<div>\r\n\t\xa02.航行船隻於演習時間內，禁止進入該操演水域，以維航安。</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第61601, 04501, 04522, 04523, 04524, 0343, 0313, 0471B號。</div>\r\n<div>\r\n\t[根據] \xa0</div>\r\n<div>\r\n\t國家中山科學研究院105年12月29日國科系發字第1050 011769號函。</div>\r\n",9,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t(A)北緯24\xb017'41.5""，東經120\xb029'54.0""。(WGS84)</div>\r\n<div>\r\n\t(B)北緯24\xb017'41.5""，東經120\xb029'54.4""。(WGS84)</div>\r\n<div>\r\n\t(C)北緯24\xb016'46.6""，東經120\xb031'51.0""。(WGS84)</div>\r\n<div>\r\n\t(D)北緯24\xb016'57.2""，東經120\xb031'25.2""。(WGS84)</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t1.上述位置(A), (B)及(C)之導標，已維修完畢，即日起恢復發光。</div>\r\n<div>\r\n\t2.上述位置(D)之導標，即日起進行維修作業暫停運作，修繕完畢後另行通知，航行該水域船隻，請注意安全。</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第0357號。</div>\r\n<div>\r\n\t本局燈表第十版(刊物第五種)第20110, 20130, 20140, 20150號。</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t交通部航港局中部航務中心106年1月5日中技字第10632 50017號函。</div>\r\n",12,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t請參考附件。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t國軍於106年2月執行實彈射擊操演，航行船隻於演習時間內，禁止進入該操演水域，以維航安。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第04507, 04524, 04528, 0331, 0336, 0352, 0360, 0319, 1492, 0313, 0471B號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t1.海軍司令部106年1月9日國海戰訓字第1060000050號及106年1月11日國海戰訓字第1060000065號函。</div>\r\n<div>\r\n\t2.空軍司令部106年1月11日國空戰整字第1060000162號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n",19,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t高雄港第121號碼頭。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t即日起至106年1月31日止，在上述位置進行橋式貨櫃起重機拆解作業，作業期間，吊臂平放伸出海面約50公尺，航經該水域船隻，請注意避讓。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t本局海圖第0341B, 0341C號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t臺灣港務股份有限公司高雄港務分公司106年1月12日高港港行字第1063000273號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n",23,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t高雄港光榮碼頭(登2碼頭)及一港口南北防波堤水域。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t即日起至106年2月13日止，在上述位置進行「2017年高雄燈會藝術節」煙火施放，航行船隻，注意避讓。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第0341A, 0341C號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t臺灣港務股份有限公司高雄港務分公司106年1月17日高港港行字第1063101047號函。</div>\r\n",23,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t請參考附件。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t二組風力發電機安裝作業已竣工，請於相關圖書中訂正。航經該水域船隻，請多加注意。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第04510, 04511, 0356號。</div>\r\n<div>\r\n\t本局燈表第十版(刊物第五種)第15026及15027號。(新增)</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t交通部航港局中部航務中心106年1月12日中技字第10632100791號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t<div>\r\n\t\t[備註]</div>\r\n\t<div>\r\n\t\t本局105年第183號布告，請更正附件內第23點位為【24\xb041'27.60""N，120\xb048'24.12""E】。</div>\r\n</div>\r\n",26,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t請參考附件。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t國軍於106年2~4月執行實彈射擊操演，航行船隻於演習時間內，禁止進入該操演水域，以維航安。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第0365, 0341C, 04501, 04502, 04504, 04505, 0338, 0336, 0340, 0313, 0471B號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t1.海軍司令部106年1月23日國海戰訓字第1060000125號函。</div>\r\n<div>\r\n\t2.空軍司令部106年1月19日國空戰整字第1060000280號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n",26,1,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t(A)北緯<span class=""Apple-tab-span"" style=""white-space:pre""> </span>22\xb049'16.0""，東經120\xb011'41.7""。(WGS84)</div>\r\n<div>\r\n\t(B)北緯<span class=""Apple-tab-span"" style=""white-space:pre""> </span>22\xb049'08.5""，東經120\xb011'29.8""。(WGS84)</div>\r\n<div>\r\n\t(C)北緯<span class=""Apple-tab-span"" style=""white-space:pre""> </span>22\xb049'18.1""，東經120\xb011'44.7""。(WGS84)</div>\r\n<div>\r\n\t(D)北緯<span class=""Apple-tab-span"" style=""white-space:pre""> </span>22\xb049'12.0""，東經120\xb011'23.6""。(WGS84)</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t為配合永安港浚挖作業，即日起至106年5月11日止，永安港航道2a及4號燈浮由原位置(A)及(B)移至新位置(C)及(D)；作業完成後，即移回原位置，航行船隻，注意避讓。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第04505, 0338, 0336, 0340號。</div>\r\n<div>\r\n\t本局燈表第十版(刊物第五種)第31230, 31240號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t台灣中油股份有限公司天然氣事業部永安液化天然氣廠106年1月20日永安港務字第10610051090號函。</div>\r\n",6,2,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t北緯22\xb023'30.0""，東經120\xb024'00.0""。(概位) (WGS84)</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t據報106年1月25日1740時在上述位置發現一只冷凍貨櫃往南漂流中，流速2節，該貨櫃已下沉至海平面高度，航行船隻，請多加注意。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第04504, 0338, 0340號。\xa0</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t交通部航港局南部航務中心106年1月26日南技字第1063310327號函。</div>\r\n",6,2,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t北緯23\xb047'00.0""，東經118\xb057'00.0""。(概位)(WGS84)</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t106年2月6日大陸籍漁船，於上述位置沉沒，航行船隻，請多加注意。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t普通海圖第0319, 0013號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t海軍106年2月6日電話紀錄。</div>\r\n<div>\r\n\t\xa0</div>\r\n",6,2,2017
"<div>\r\n\t[位置]</div>\r\n<div>\r\n\t北緯26\xb022'00.0""，東經124\xb022'00.0""。(概位) (WGS84)</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t106年1月22日1442時，瑞芳籍「協建226號(CT6-1374)」漁船在上述位置翻覆漂流，去向不明，航行船隻，請多加注意。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[根據]</div>\r\n<div>\r\n\t交通部航港局北部航務中心106年1月23日北技字第1063110198號函。</div>\r\n",7,2,2017
<div>\r\n\t\xa0 \xa0 \xa0 \xa0 本局專司臺灣周邊海域大氣海洋情資蒐集，所刊行之航海圖籍，均據最新獲得之資料予以編製。惟海洋環境變遷無定，航泊障礙時有發生，為共策航行之安全，深望航海家暨熱心航業人士，當發現本局所刊行水道圖籍應予改正或增列之事項，諸如新增之航行障礙，導航設備及其變動或損壞情況者，請迅速通知本局，俾利勘誤更正。</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 本局官方網站：http://cnmoo.mnd.gov.tw</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 來函請寄：左營郵政90186號信箱</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 電話： 07-9540150 ext.327</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 傳真： 07-9540149</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 電子郵件信箱：service@mail.cnmoo.mnd.gov.tw</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0海軍大氣海洋局局長</div>\r\n<div>\r\n\t\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0海軍上校 崔 怡 楓\xa0</div>\r\n,10,2,2017
"<div>\r\n\t[布告機關]</div>\r\n<div>\r\n\t海軍大氣海洋局。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t0353, 0353A, 0354A等三幅新(再)版海圖發行。</div>\r\n<div>\r\n\t航海人員請採用上列新版海圖，以利航行。</div>\r\n<div>\r\n\t\xa0</div>\r\n",17,2,2017
<div>\r\n\t[根據]</div>\r\n<div>\r\n\t交通部航港局南部航務中心106年1月20日南技字第1063350365號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t1. 106年3月5及6日0800-2100時，執行實彈射擊操演。</div>\r\n<div>\r\n\t2. 航行船隻於演習時間內，禁止進入該操演水域，以維航安。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]</div>\r\n<div>\r\n\t\xa061302 - 61303</div>\r\n,13,2,2017
<div>\r\n\t[根據]</div>\r\n<div>\r\n\t臺灣港務股份有限公司高雄港務分公司106年2月8日高港港行字第1063101093號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[參考布告]</div>\r\n<div>\r\n\t本局105年航船布告第74及192號。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t安平港浚挖作業完工日期展延至106年3月31日止，其餘均無變更。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[關係圖書]\xa0</div>\r\n<div>\r\n\t61001 - 04505</div>\r\n,16,2,2017
<div>\r\n\t[根據]</div>\r\n<div>\r\n\t1. 海軍司令部106年2月15日國海戰訓字第1060000213、1060000214號及106年2月16日第1060000218號函。</div>\r\n<div>\r\n\t2. 空軍司令部106年2月10日國空戰整字第1060000501號函。</div>\r\n<div>\r\n\t3. 交通部航港局南部航務中心106年2月10日南技字第1063350663號函。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[說明]</div>\r\n<div>\r\n\t1. 106年3月執行實彈射擊操演。</div>\r\n<div>\r\n\t2. 航行船隻於演習時間內，禁止進入該操演水域，以維航安。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[位置]</div>\r\n<div>\r\n\t詳如附件。</div>\r\n<div>\r\n\t\xa0</div>\r\n<div>\r\n\t[海圖]\xa0</div>\r\n<div>\r\n\t04505 - 04507 - 04524 - 04528 - 0331 - 0338 - 0336 - 0340 - 0343 - 0352 - 0360 - 0319 - 1492 - 0313 - 0471B</div>\r\n<div>\r\n\t\xa0</div>\r\n,20,2,2017
"<div>\r\n\t位置</div>\r\n<div>\r\n\t(A)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb016'38.6""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb048'38.8""。(WGS84)</div>\r\n<div>\r\n\t(B)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb016'26.2""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb048'58.0""。(WGS84)</div>\r\n<div>\r\n\t(C)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb015'59.1""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb049'03.5""。(WGS84)</div>\r\n<div>\r\n\t(D)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb007'56.0""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb043'32.0""。(WGS84)</div>\r\n<div>\r\n\t(E)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb007'24.0""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t120\xb000'11.0""。(WGS84)</div>\r\n<div>\r\n\t(F)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb007'06.5""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t120\xb000'36.5""。(WGS84)</div>\r\n<div>\r\n\t(G)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb006'46.8""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t120\xb000'39.7""。(WGS84)</div>\r\n<div>\r\n\t(H)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb002'22.9""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb057'54.7""。(WGS84)</div>\r\n<div>\r\n\t(I)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb002'09.4""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb057'34.2""。(WGS84)</div>\r\n<div>\r\n\t(J)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb002'00.8""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb040'50.7""。(WGS84)</div>\r\n<div>\r\n\t(K)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb002'08.5""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb040'30.3""。(WGS84)</div>\r\n<div>\r\n\t(L)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb006'27.3""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t119\xb036'33.4""。(WGS84)</div>\r\n<div>\r\n\t說 明</div>\r\n<div>\r\n\t即日起至106年11月30日止，在上述位置11點連線區域內進行勘測作業，航行該水域船隻，請多加注意。</div>\r\n<div>\r\n\t關係圖書</div>\r\n<div>\r\n\t普通海圖第0356, 0319, 0313號。</div>\r\n<div>\r\n\t根 據</div>\r\n<div>\r\n\t內政部105年9月23日台內地字第1050069309號函。</div>\r\n<div>\r\n\t備 註</div>\r\n<div>\r\n\t本局航船布告網址：http://navy.mnd.gov.tw</div>\r\n",4,10,2016
"<div>\r\n\t位置</div>\r\n<div>\r\n\t(D1)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb027'02.73""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t118\xb017'03.00""。(WGS84)</div>\r\n<div>\r\n\t(D2)</div>\r\n<div>\r\n\t北緯</div>\r\n<div>\r\n\t24\xb027'03.59""，</div>\r\n<div>\r\n\t東經</div>\r\n<div>\r\n\t118\xb017'09.09""。(WGS84)</div>\r\n<div>\r\n\t說 明</div>\r\n<div>\r\n\t上述位置之D1及D2警示燈浮，因受莫蘭蒂颱風侵襲，船舶動態功能(AIS)故障無法顯示，修復後另行通知，航行該水域船隻，請注意安全。</div>\r\n<div>\r\n\t根據</div>\r\n<div>\r\n\t交通部臺灣區國道新建工程局105年9月22日國工二嘉屏字第10500038863號函。</div>\r\n<div>\r\n\t備 註</div>\r\n<div>\r\n\t本局航船布告網址：http://navy.mnd.gov.tw</div>\r\n",30,9,2016
"<div>\r\n\t位 置</div>\r\n<div>\r\n\t請參考附件。</div>\r\n<div>\r\n\t說 明</div>\r\n<div>\r\n\t國軍將於105年2月在臺灣海域執行軍事操演，航行船隻於演習時間內，禁止進入該操演水域。</div>\r\n<div>\r\n\t關係圖書</div>\r\n<div>\r\n\t本局海圖第 1492, 0331, 0336, 0338, 0340, 0352, 0360, 04505, 04528號</div>\r\n<div>\r\n\t根 據</div>\r\n<div>\r\n\t海軍105年1月14日國海戰訓1050000073號函。</div>\r\n<div>\r\n\t備 註</div>\r\n<div>\r\n\t本局航船布告網址：<span style=""font-size: 13.3333px;"">http://navy.mnd.gov.tw</span></div>\r\n",26,1,2016
"<div>\r\n\t位 置 請參考附件。</div>\r\n<div>\r\n\t說 明 即日起高雄港在上述位置進行海上工程，無關船舶禁止</div>\r\n<div>\r\n\t進入。</div>\r\n<div>\r\n\t關係圖書 本局海圖第 0341B, 0341C, 04504 號</div>\r\n<div>\r\n\t根 據 臺灣港務股份有限公司高雄港務分公司105年1月21日</div>\r\n<div>\r\n\t高港港行第1053101062號函。</div>\r\n<div>\r\n\t備 註 本局航船布告網址：http://navy.mnd.gov.tw</div>\r\n<div>\r\n\t\xa0</div>\r\n",27,1,2016
"<table border=""1"" cellpadding=""0"" cellspacing=""0"">\r\n\t<tbody>\r\n\t\t<tr>\r\n\t\t\t<td style=""width:70px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t位置</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:70px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\tC</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:70px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t北緯</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:70px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t22\xb033'00.2""，</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:70px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t東經</p>\r\n\t\t\t</td>\r\n\t\t\t<td style=""width:70px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t120\xb018'46.2""。(WGS84)</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""2"" style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\tD</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t北緯</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t22\xb033'02.2""，</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t東經</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t120\xb018'57.8""。(WGS84)</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t說明</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t為配合高雄港二港口海上工程，位置C和D燈浮標移除。</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t關係圖書</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t本局海圖第0341B, 0341C號。</p>\r\n\t\t\t\t<p>\r\n\t\t\t\t\t本局燈表第十版(刊物第五種)第31740, 31750號。</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t根據</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t臺灣港務股份有限公司高雄港務分公司105年1月21日高港港行字第1053101066號函。</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t備註</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""5"" style=""width:210px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t本局航船布告網址：http://navy.mnd.gov.tw</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t</tbody>\r\n</table>\r\n<p>\r\n\t\xa0</p>\r\n",27,1,2016
"<table border=""1"" cellpadding=""0"" cellspacing=""0"">\r\n\t<tbody>\r\n\t\t<tr>\r\n\t\t\t<td style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t位置</p>\r\n\t\t\t</td>\r\n\t\t\t<td style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t北緯</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""2"" style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t24\xb051'58.2""，</p>\r\n\t\t\t</td>\r\n\t\t\t<td style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t東經</p>\r\n\t\t\t</td>\r\n\t\t\t<td style=""width:83px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t121\xb054'45.6""。(WGS84)</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t說明</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t105年1月21日08時本國籍漁船，於上述位置沉沒，航行船隻，請多加注意。</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t關係圖書</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t本局海圖第1492, 0350, 0352, 0360, 04515號。</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t根據</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:14px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t交通部航港局北部航務中心105年1月22日北技字第1053150338號函。</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t\t<tr>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t備註</p>\r\n\t\t\t</td>\r\n\t\t\t<td colspan=""3"" style=""width:208px;height:8px;"">\r\n\t\t\t\t<p>\r\n\t\t\t\t\t本局航船布告網址：http://navy.mnd.gov.tw</p>\r\n\t\t\t</td>\r\n\t\t</tr>\r\n\t</tbody>\r\n</table>\r\n<p>\r\n\t\xa0</p>\r\n",27,1,2016
